# dataset: plural-rules
# source: cldr
# authority: Unicode Consortium
# origin: common/supplemental/plurals.xml and ordinals.xml, rule conditions without their samples
# pin: release-48-2
# published: 2026-03-17
# licence: Unicode-3.0
# licence-url: https://www.unicode.org/license.txt
# licence-note: Unicode License v3 grants distribution of the Data Files
# licence-verified: 2026-07-26
# cadence: two major releases per year, plus point releases
# compiled-in: true
# columns: language,kind,category,rule
gu	ordinal	other	
gu	ordinal	two	n = 2,3
guw	cardinal	one	n = 0..1
guw	cardinal	other	
gv	cardinal	few	v = 0 and i % 100 = 0,20,40,60,80
gv	cardinal	many	v != 0
gv	cardinal	one	v = 0 and i % 10 = 1
gv	cardinal	other	
gv	cardinal	two	v = 0 and i % 10 = 2
ha	cardinal	one	n = 1
ha	cardinal	other	
haw	cardinal	one	n = 1
haw	cardinal	other	
he	cardinal	one	i = 1 and v = 0 or i = 0 and v != 0
he	cardinal	other	
he	cardinal	two	i = 2 and v = 0
he	ordinal	other	
hi	cardinal	one	i = 0 or n = 1
hi	cardinal	other	
hi	ordinal	few	n = 4
hi	ordinal	many	n = 6
hi	ordinal	one	n = 1
hi	ordinal	other	
hi	ordinal	two	n = 2,3
hnj	cardinal	other	
hr	cardinal	few	v = 0 and i % 10 = 2..4 and i % 100 != 12..14 or f % 10 = 2..4 and f % 100 != 12..14
hr	cardinal	one	v = 0 and i % 10 = 1 and i % 100 != 11 or f % 10 = 1 and f % 100 != 11
hr	cardinal	other	
hr	ordinal	other	
hsb	cardinal	few	v = 0 and i % 100 = 3..4 or f % 100 = 3..4
hsb	cardinal	one	v = 0 and i % 100 = 1 or f % 100 = 1
hsb	cardinal	other	
hsb	cardinal	two	v = 0 and i % 100 = 2 or f % 100 = 2
hsb	ordinal	other	
hu	cardinal	one	n = 1
hu	cardinal	other	
hu	ordinal	one	n = 1,5
hu	ordinal	other	
hy	cardinal	one	i = 0,1
hy	cardinal	other	
hy	ordinal	one	n = 1
hy	ordinal	other	
ia	cardinal	one	i = 1 and v = 0
ia	cardinal	other	
ia	ordinal	other	
id	cardinal	other	
id	ordinal	other	
ie	cardinal	one	i = 1 and v = 0
ie	cardinal	other	
ie	ordinal	other	
ig	cardinal	other	
ii	cardinal	other	
in	cardinal	other	
in	ordinal	other	
io	cardinal	one	i = 1 and v = 0
io	cardinal	other	
is	cardinal	one	t = 0 and i % 10 = 1 and i % 100 != 11 or t % 10 = 1 and t % 100 != 11
is	cardinal	other	
is	ordinal	other	
it	cardinal	many	e = 0 and i != 0 and i % 1000000 = 0 and v = 0 or e != 0..5
it	cardinal	one	i = 1 and v = 0
it	cardinal	other	
it	ordinal	many	n = 11,8,80,800
it	ordinal	other	
iu	cardinal	one	n = 1
iu	cardinal	other	
iu	cardinal	two	n = 2
iw	cardinal	one	i = 1 and v = 0 or i = 0 and v != 0
iw	cardinal	other	
iw	cardinal	two	i = 2 and v = 0
iw	ordinal	other	
ja	cardinal	other	
ja	ordinal	other	
jbo	cardinal	other	
jgo	cardinal	one	n = 1
jgo	cardinal	other	
ji	cardinal	one	i = 1 and v = 0
ji	cardinal	other	
jmc	cardinal	one	n = 1
jmc	cardinal	other	
jv	cardinal	other	
jw	cardinal	other	
ka	cardinal	one	n = 1
ka	cardinal	other	
ka	ordinal	many	i = 0 or i % 100 = 2..20,40,60,80
ka	ordinal	one	i = 1
ka	ordinal	other	
kab	cardinal	one	i = 0,1
kab	cardinal	other	
kaj	cardinal	one	n = 1
kaj	cardinal	other	
kcg	cardinal	one	n = 1
kcg	cardinal	other	
kde	cardinal	other	
kea	cardinal	other	
kk	cardinal	one	n = 1
kk	cardinal	other	
kk	ordinal	many	n % 10 = 6 or n % 10 = 9 or n % 10 = 0 and n != 0
kk	ordinal	other	
kkj	cardinal	one	n = 1
kkj	cardinal	other	
kl	cardinal	one	n = 1
kl	cardinal	other	
km	cardinal	other	
km	ordinal	other	
kn	cardinal	one	i = 0 or n = 1
kn	cardinal	other	
kn	ordinal	other	
ko	cardinal	other	
ko	ordinal	other	
kok	cardinal	one	i = 0 or n = 1
kok	cardinal	other	
kok	ordinal	few	n = 4
kok	ordinal	one	n = 1
kok	ordinal	other	
kok	ordinal	two	n = 2,3
kok-Latn	cardinal	one	i = 0 or n = 1
kok-Latn	cardinal	other	
kok-Latn	ordinal	few	n = 4
kok-Latn	ordinal	one	n = 1
kok-Latn	ordinal	other	
kok-Latn	ordinal	two	n = 2,3
ks	cardinal	one	n = 1
ks	cardinal	other	
ksb	cardinal	one	n = 1
ksb	cardinal	other	
ksh	cardinal	one	n = 1
ksh	cardinal	other	
ksh	cardinal	zero	n = 0
ku	cardinal	one	n = 1
ku	cardinal	other	
kw	cardinal	few	n % 100 = 3,23,43,63,83
kw	cardinal	many	n != 1 and n % 100 = 1,21,41,61,81
kw	cardinal	one	n = 1
kw	cardinal	other	
kw	cardinal	two	n % 100 = 2,22,42,62,82 or n % 1000 = 0 and n % 100000 = 1000..20000,40000,60000,80000 or n != 0 and n % 1000000 = 100000
kw	cardinal	zero	n = 0
kw	ordinal	many	n = 5 or n % 100 = 5
kw	ordinal	one	n = 1..4 or n % 100 = 1..4,21..24,41..44,61..64,81..84
kw	ordinal	other	
ky	cardinal	one	n = 1
ky	cardinal	other	
ky	ordinal	other	
lag	cardinal	one	i = 0,1 and n != 0
lag	cardinal	other	
lag	cardinal	zero	n = 0
lb	cardinal	one	n = 1
lb	cardinal	other	
lg	cardinal	one	n = 1
lg	cardinal	other	
lij	cardinal	one	i = 1 and v = 0
lij	cardinal	other	
lij	ordinal	many	n = 11,8,80..89,800..899
lij	ordinal	other	
lkt	cardinal	other	
lld	cardinal	many	e = 0 and i != 0 and i % 1000000 = 0 and v = 0 or e != 0..5
lld	cardinal	one	i = 1 and v = 0
lld	cardinal	other	
lld	ordinal	many	n = 11,8,80,800
lld	ordinal	other	
ln	cardinal	one	n = 0..1
ln	cardinal	other	
lo	cardinal	other	
lo	ordinal	one	n = 1
lo	ordinal	other	
lt	cardinal	few	n % 10 = 2..9 and n % 100 != 11..19
lt	cardinal	many	f != 0
lt	cardinal	one	n % 10 = 1 and n % 100 != 11..19
lt	cardinal	other	
lt	ordinal	other	
lv	cardinal	one	n % 10 = 1 and n % 100 != 11 or v = 2 and f % 10 = 1 and f % 100 != 11 or v != 2 and f % 10 = 1
lv	cardinal	other	
lv	cardinal	zero	n % 10 = 0 or n % 100 = 11..19 or v = 2 and f % 100 = 11..19
lv	ordinal	other	
mas	cardinal	one	n = 1
mas	cardinal	other	
mg	cardinal	one	n = 0..1
mg	cardinal	other	
mgo	cardinal	one	n = 1
mgo	cardinal	other	
mk	cardinal	one	v = 0 and i % 10 = 1 and i % 100 != 11 or f % 10 = 1 and f % 100 != 11
mk	cardinal	other	
mk	ordinal	many	i % 10 = 7,8 and i % 100 != 17,18
mk	ordinal	one	i % 10 = 1 and i % 100 != 11
mk	ordinal	other	
mk	ordinal	two	i % 10 = 2 and i % 100 != 12
ml	cardinal	one	n = 1
ml	cardinal	other	
ml	ordinal	other	
mn	cardinal	one	n = 1
mn	cardinal	other	
mn	ordinal	other	
mo	cardinal	few	v != 0 or n = 0 or n != 1 and n % 100 = 1..19
mo	cardinal	one	i = 1 and v = 0
mo	cardinal	other	
mo	ordinal	one	n = 1
mo	ordinal	other	
mr	cardinal	one	n = 1
mr	cardinal	other	
mr	ordinal	few	n = 4
mr	ordinal	one	n = 1
mr	ordinal	other	
mr	ordinal	two	n = 2,3
ms	cardinal	other	
ms	ordinal	one	n = 1
ms	ordinal	other	
mt	cardinal	few	n = 0 or n % 100 = 3..10
mt	cardinal	many	n % 100 = 11..19
mt	cardinal	one	n = 1
mt	cardinal	other	
mt	cardinal	two	n = 2
my	cardinal	other	
my	ordinal	other	
nah	cardinal	one	n = 1
nah	cardinal	other	
naq	cardinal	one	n = 1
naq	cardinal	other	
naq	cardinal	two	n = 2
nb	cardinal	one	n = 1
nb	cardinal	other	
nb	ordinal	other	
nd	cardinal	one	n = 1
nd	cardinal	other	
ne	cardinal	one	n = 1
ne	cardinal	other	
ne	ordinal	one	n = 1..4
ne	ordinal	other	
nl	cardinal	one	i = 1 and v = 0
nl	cardinal	other	
nl	ordinal	other	
nn	cardinal	one	n = 1
nn	cardinal	other	
nnh	cardinal	one	n = 1
nnh	cardinal	other	
no	cardinal	one	n = 1
no	cardinal	other	
no	ordinal	other	
nqo	cardinal	other	
nr	cardinal	one	n = 1
nr	cardinal	other	
nso	cardinal	one	n = 0..1
nso	cardinal	other	
ny	cardinal	one	n = 1
ny	cardinal	other	
nyn	cardinal	one	n = 1
nyn	cardinal	other	
om	cardinal	one	n = 1
om	cardinal	other	
or	cardinal	one	n = 1
or	cardinal	other	
or	ordinal	few	n = 4
or	ordinal	many	n = 6
or	ordinal	one	n = 1,5,7..9
or	ordinal	other	
or	ordinal	two	n = 2,3
os	cardinal	one	n = 1
os	cardinal	other	
osa	cardinal	other	
pa	cardinal	one	n = 0..1
pa	cardinal	other	
pa	ordinal	other	
pap	cardinal	one	n = 1
pap	cardinal	other	
pcm	cardinal	one	i = 0 or n = 1
pcm	cardinal	other	
pl	cardinal	few	v = 0 and i % 10 = 2..4 and i % 100 != 12..14
pl	cardinal	many	v = 0 and i != 1 and i % 10 = 0..1 or v = 0 and i % 10 = 5..9 or v = 0 and i % 100 = 12..14
pl	cardinal	one	i = 1 and v = 0
pl	cardinal	other	
pl	ordinal	other	
prg	cardinal	one	n % 10 = 1 and n % 100 != 11 or v = 2 and f % 10 = 1 and f % 100 != 11 or v != 2 and f % 10 = 1
prg	cardinal	other	
prg	cardinal	zero	n % 10 = 0 or n % 100 = 11..19 or v = 2 and f % 100 = 11..19
prg	ordinal	other	
ps	cardinal	one	n = 1
ps	cardinal	other	
ps	ordinal	other	
pt	cardinal	many	e = 0 and i != 0 and i % 1000000 = 0 and v = 0 or e != 0..5
pt	cardinal	one	i = 0..1
pt	cardinal	other	
pt	ordinal	other	
pt-PT	cardinal	many	e = 0 and i != 0 and i % 1000000 = 0 and v = 0 or e != 0..5
pt-PT	cardinal	one	i = 1 and v = 0
pt-PT	cardinal	other	
rm	cardinal	one	n = 1
rm	cardinal	other	
ro	cardinal	few	v != 0 or n = 0 or n != 1 and n % 100 = 1..19
ro	cardinal	one	i = 1 and v = 0
ro	cardinal	other	
ro	ordinal	one	n = 1
ro	ordinal	other	
rof	cardinal	one	n = 1
rof	cardinal	other	
root	cardinal	other	
root	ordinal	other	
ru	cardinal	few	v = 0 and i % 10 = 2..4 and i % 100 != 12..14
ru	cardinal	many	v = 0 and i % 10 = 0 or v = 0 and i % 10 = 5..9 or v = 0 and i % 100 = 11..14
ru	cardinal	one	v = 0 and i % 10 = 1 and i % 100 != 11
ru	cardinal	other	
ru	ordinal	other	
rwk	cardinal	one	n = 1
rwk	cardinal	other	
sah	cardinal	other	
saq	cardinal	one	n = 1
saq	cardinal	other	
sat	cardinal	one	n = 1
sat	cardinal	other	
sat	cardinal	two	n = 2
sc	cardinal	one	i = 1 and v = 0
sc	cardinal	other	
sc	ordinal	many	n = 11,8,80,800
sc	ordinal	other	
scn	cardinal	many	e = 0 and i != 0 and i % 1000000 = 0 and v = 0 or e != 0..5
scn	cardinal	one	i = 1 and v = 0
scn	cardinal	other	
scn	ordinal	many	n = 11,8,80..89,800..899
scn	ordinal	other	
sd	cardinal	one	n = 1
sd	cardinal	other	
