# dataset: phone-formats
# source: libphonenumber
# authority: The libphonenumber Authors
# origin: resources/PhoneNumberMetadata.xml numberFormat rows, nationalPrefixFormattingRule substituted
# pin: v9.0.35
# published: 2026-07-26
# licence: Apache-2.0
# licence-url: https://www.apache.org/licenses/LICENSE-2.0
# licence-note: the metadata file carries the Apache-2.0 notice in its own header
# licence-verified: 2026-07-26
# cadence: roughly fortnightly
# compiled-in: true
# columns: territory,callingCode,order,leadingDigits,groups,national,international
GF	594	0	[5-7]|80[6-9]|9[47]	3 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
GF	594	1	[89]	3 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
GH	233	0	[237]|8[0-2]	3 4	$1 $2	NA
GH	233	1	8	3 5	0$1 $2	$1 $2
GH	233	2	[2358]	2 3 4	0$1 $2 $3	$1 $2 $3
GI	350	0	2	3 5	$1 $2	$1 $2
GL	299	0	19|[2-9]	2 2 2	$1 $2 $3	$1 $2 $3
GM	220	0	[2-9]	3 4	$1 $2	$1 $2
GN	224	0	3	2 2 2 2	$1 $2 $3 $4	$1 $2 $3 $4
GN	224	1	[67]	3 2 2 2	$1 $2 $3 $4	$1 $2 $3 $4
GP	590	0	[5-79]|80[6-9]	3 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
GP	590	1	8	3 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
GQ	240	0	[235]	3 3 3	$1 $2 $3	$1 $2 $3
GQ	240	1	[89]	3 6	$1 $2	$1 $2
GR	30	0	21|7	2 4 4	$1 $2 $3	$1 $2 $3
GR	30	1	2(?:2|3[2-57-9]|4[2-469]|5[2-59]|6[2-9]|7[2-69]|8[2-49])|5	4 6	$1 $2	$1 $2
GR	30	2	[2689]	3 3 4	$1 $2 $3	$1 $2 $3
GR	30	3	8	3 3-4 5	$1 $2 $3	$1 $2 $3
GT	502	0	[2-8]	4 4	$1 $2	$1 $2
GT	502	1	1	4 3 4	$1 $2 $3	$1 $2 $3
GW	245	0	40	3 4	$1 $2	$1 $2
GW	245	1	[49]	3 3 3	$1 $2 $3	$1 $2 $3
GY	592	0	[2-9]	3 4	$1 $2	$1 $2
HK	852	0	900	3 2-5	$1 $2	$1 $2
HK	852	1	[2-7]|8[1-4]|9(?:0[1-9]|[1-8])	4 4	$1 $2	$1 $2
HK	852	2	8	3 3 3	$1 $2 $3	$1 $2 $3
HK	852	3	9	3 2 3 3	$1 $2 $3 $4	$1 $2 $3 $4
HN	504	0	[237-9]	4 4	$1-$2	$1-$2
HN	504	1	8	3 4 4	$1 $2 $3	NA
HR	385	0	6[01]	2 2 3	0$1 $2 $3	$1 $2 $3
HR	385	1	8	3 2 2-3	0$1 $2 $3	$1 $2 $3
HR	385	2	1	1 4 3	0$1 $2 $3	$1 $2 $3
HR	385	3	6|7[245]	2 3 3-4	0$1 $2 $3	$1 $2 $3
HR	385	4	9	2 3 3-4	0$1 $2 $3	$1 $2 $3
HR	385	5	[2-57]	2 3 3-4	0$1 $2 $3	$1 $2 $3
HR	385	6	8	3 3 3	0$1 $2 $3	$1 $2 $3
HT	509	0	[2-589]	2 2 4	$1 $2 $3	$1 $2 $3
HU	36	0	1	1 3 4	(06 $1) $2 $3	$1 $2 $3
HU	36	1	[27][2-9]|3[2-7]|4[24-9]|5[2-79]|6|8[2-57-9]|9[2-69]	2 3 3	(06 $1) $2 $3	$1 $2 $3
HU	36	2	[2-9]	2 3 3-4	06 $1 $2 $3	$1 $2 $3
ID	62	0	15	1 3 3	$1 $2 $3	$1 $2 $3
ID	62	1	2[124]|[36]1	2 5-9	(0$1) $2	$1 $2
ID	62	10	0	2 4 3 4	$1 $2 $3 $4	NA
ID	62	2	800	3 5-7	0$1 $2	$1 $2
ID	62	3	[2-79]	3 5-8	(0$1) $2	$1 $2
ID	62	4	8[1-35-9]	3 3-4 3	0$1-$2-$3	$1-$2-$3
ID	62	5	1	3 6-8	0$1 $2	$1 $2
ID	62	6	804	3 3 4	0$1 $2 $3	$1 $2 $3
ID	62	7	80	3 1 3 3	0$1 $2 $3 $4	$1 $2 $3 $4
ID	62	8	8	3 4 4-5	0$1-$2-$3	$1-$2-$3
ID	62	9	001	3 3 3 2-8	$1 $2 $3 $4	NA
IE	353	0	2[24-9]|47|58|6[237-9]|9[35-9]	2 5	(0$1) $2	$1 $2
IE	353	1	[45]0	3 5	(0$1) $2	$1 $2
IE	353	2	1	1 3-4 4	(0$1) $2 $3	$1 $2 $3
